Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
55.88,2.5546,2.5546,4.6616,-0.6431,0.4158,0.8173,6.4393,221.9962,8715
