Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
50.0,-0.3969,-0.3969,-0.5106,-0.1086,-0.0539,-0.0016,-0.0362,-0.0485,14
