Win_Rate_%,AvgR,ExpectancyR,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
50.0,-0.2936,-0.2936,-0.1795,-0.0591,-0.0024,-0.0509,-0.0978,36
