Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
35.71,-0.7735,-0.7735,-1.1775,-0.1305,-0.1844,-0.0076,-0.1241,-0.1013,14
