Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
45.83,0.1755,0.1755,0.6543,-0.0326,0.1118,0.0106,0.0514,0.0412,24
