Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
64.0,0.5041,0.5041,2.6063,-0.0478,0.2585,0.0427,0.2544,0.251,50
