Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
50.0,-0.3264,-0.3264,-0.4414,-0.2072,-0.0351,-0.0009,-0.0421,-0.1095,34
