Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
28.57,-0.2523,-0.2523,-0.7911,-0.0187,-0.0857,-0.0042,-0.0101,-0.0137,7
