Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
50.42,8.4277,8.4277,5.4497,-0.1016,0.5491,5.8204,57.2319,247.6427,2943
