Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
49.32,-13271828.9483,-13271828.9483,-0.178,-406500.6621,-0.1625,-0.0677,,-460146.5076,3469
