EntryDate,EntryPrice,ExitDate,ExitPrice,R,Qty,Pnl
2025-03-06,2252.85,2025-04-07,2212.7,-40150000000.00009,1000000000,-40150000000.00009
2025-03-07,2247.5,2025-04-08,2285.7,38199999999.99982,1000000000,38199999999.99982
2025-03-17,2252.7,2025-04-17,2418.1,1.6623413916258372,10,1654.000000000001
2025-03-18,2308.5,2025-04-21,2442.7,1.3207500746911254,9,1207.7999999999984
2025-03-19,2318.65,2025-04-22,2445.5,1.279167341940829,10,1268.499999999999
2025-03-20,2339.3,2025-04-23,2453.6,1.1496309068376478,10,1142.9999999999973
2025-03-21,2362.8,2025-04-24,2442.5,0.7912212590189504,9,717.2999999999984
2025-03-24,2368.7,2025-04-25,2354.3,-0.1538901929352457,10,-143.99999999999636
2025-03-25,2320.35,2025-04-28,2369.8,0.5293420499292771,10,494.50000000000273
2025-03-26,2312.6,2025-04-29,2330.6,0.20738180471546666,11,198.0
2025-03-27,2363.35,2025-04-30,2301.3,-0.6816139979207098,10,-620.4999999999973
2025-03-28,2315.8,2025-05-02,2294.2,-0.22344139650873135,10,-216.00000000000364
2025-04-01,2335.25,2025-05-05,2455.5,1.2579391765672867,10,1202.5
2025-04-02,2369.4,2025-05-06,2354.0,-0.1602467621755219,10,-154.0000000000009
2025-04-03,2410.8,2025-05-07,2353.1,-0.6063881695004343,10,-577.0000000000027
2025-04-04,2334.65,2025-05-08,2285.3,-0.4974082073434113,10,-493.4999999999991
2025-04-11,2321.4,2025-05-14,2461.9,1.1421271901174332,8,1124.0
2025-04-15,2418.2,2025-05-15,2520.0,0.7818740399385585,7,712.6000000000013
2025-04-16,2415.6,2025-05-16,2555.0,1.060882800608828,7,975.8000000000006
2025-04-17,2418.1,2025-05-19,2540.6,0.9445523014856737,7,857.5
2025-04-21,2442.7,2025-05-20,2501.6,0.4476473542065348,7,412.30000000000064
2025-04-22,2445.5,2025-05-21,2500.4,0.4312586794596644,7,384.30000000000064
2025-04-23,2453.6,2025-05-22,2487.6,0.2765432098765435,8,272.0
2025-04-24,2442.5,2025-05-23,2540.0,0.8082781898121421,8,780.0
2025-04-28,2369.8,2025-05-27,2540.3,1.3580826399260337,7,1193.5
2025-05-05,2455.5,2025-06-02,2518.8,0.5167949615115471,8,506.40000000000146
2025-05-12,2425.3,2025-06-09,2582.1,1.1491689569428039,7,1097.599999999998
2025-05-13,2441.2,2025-06-10,2613.1,1.2524590163934433,7,1203.3000000000006
2025-05-14,2461.9,2025-06-11,2581.2,0.8697599333437471,7,835.0999999999981
2025-05-15,2520.0,2025-06-12,2543.7,0.16757575757575613,7,165.89999999999873
2025-05-16,2555.0,2025-06-13,2507.9,-0.35111821086261863,7,-329.69999999999936
2025-05-19,2540.6,2025-06-16,2544.0,0.02579107065453034,7,23.800000000000637
2025-05-20,2501.6,2025-06-17,2488.5,-0.09954137154332454,7,-91.69999999999936
2025-05-21,2500.4,2025-06-18,2459.1,-0.31749169480822653,7,-289.1000000000013
2025-05-22,2487.6,2025-06-19,2420.6,-0.5265078162274407,7,-469.0
2025-05-23,2540.0,2025-06-20,2448.4,-0.8178049869268508,8,-732.7999999999993
2025-05-26,2547.7,2025-06-23,2472.0,-0.7401354843215288,9,-681.2999999999984
2025-05-27,2540.3,2025-06-24,2505.6,-0.3470867716929247,10,-347.00000000000273
2025-05-28,2515.0,2025-06-25,2527.2,0.13023752335201275,10,121.99999999999818
2025-05-29,2540.8,2025-06-26,2586.2,0.48704980842911455,10,453.99999999999636
2025-05-30,2519.9,2025-06-27,2646.3,1.5987712878890552,12,1516.800000000001
2025-06-02,2518.8,2025-06-30,2619.4,1.2738208293763853,12,1207.199999999999
2025-06-04,2489.4,2025-07-02,2630.2,1.7809097890409682,12,1689.5999999999967
2025-06-05,2504.4,2025-07-03,2611.2,1.3990175438596444,13,1388.3999999999965
2025-06-06,2534.2,2025-07-04,2599.1,0.8424663885025517,12,778.8000000000011
2025-06-09,2582.1,2025-07-07,2576.1,-0.07710312543026306,12,-72.0
2025-06-10,2613.1,2025-07-08,2591.3,-0.2638996973627297,12,-261.5999999999967
2025-06-11,2581.2,2025-07-09,2583.0,0.02147788289440256,11,19.800000000002
2025-06-12,2543.7,2025-07-10,2581.0,0.4387313589582032,11,410.300000000002
2025-06-16,2544.0,2025-07-14,2581.3,0.3839988234429027,10,373.0000000000018
