Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
60.78,0.2121,0.2121,0.4647,-0.2197,0.0537,0.0018,0.0383,0.1067,51
