Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
39.68,6.1183,6.1183,1.5219,-0.1111,0.179,0.2277,2.1704,3.7872,63
