Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
