Date,Symbol,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,MACDSignal,MACDHist,ATR14,BB_MA20,BB_Upper,BB_Lower,BB_BandWidth,DonchianH20,DonchianL20,RVOL20,RS_vs_Index,RS_ROC20,KC_Upper,KC_Lower,Squeeze,AVWAP60,IndexUpRegime,Trend_OK,Minervini_Trend,BB_bw_p20_60,SEPA_Flag,BB_slope20,HL_5,Volume_Dry_Up,Pivot_Break,VCP_Flag,Donchian_Mid,Pullback_to_Mid,Donchian_Breakout,MR_Flag,BB_Inside_KC,BBKC_Squeeze_Flag,SqueezeBreakout_Flag,AVWAP_Reclaim_Flag,RS_p80_60,RS_Leader_Flag,TS_Momentum,TS_Momentum_Flag,RSI14_Status,GoldenBull_Flag,GoldenBear_Flag,GoldenBull_Date,GoldenBear_Date,CompositeScore
2025-12-19,HINDUNILVR,2263.7,2284.8,2263.7,2280.0,1237214,2342.1606637412033,2410.460942489292,2457.536286088676,23.034200526161968,-49.84811430556465,-43.0240093758418,-6.82410492972285,47.84285714285719,2362.85,2527.436441853836,2198.2635581461636,0.13931179876321922,2488.0,2244.7,0.6212755493351706,0.08780577977694251,-5.948381555150428,2434.614285714286,2291.085714285714,0,2457.536286088676,1,0,0,0.04529035028795333,0,0.0041462354051906795,True,True,False,0,2366.35,True,0,0,False,0,0,0,-3.219484730044824,0,-0.03640935697229686,0,Oversold (≤30),0,0,2025-08-11,2025-12-04,26.43
2025-12-19,KOTAKBANK,2168.5,2177.5,2156.3,2159.5,2300934,2147.579875066586,2123.7715548409546,2059.6996114150115,53.9377895433488,16.27399351681015,14.288885141615927,1.9851083751942245,31.100000000000005,2141.43,2205.1975746673156,2077.662425332684,0.05955606736369229,2205.0,2066.7,0.7909886720710285,0.08316516729311725,3.8395466889584506,2188.08,2094.7799999999997,0,2059.6996114150115,1,1,0,0.05049438187188585,0,2.8240505831442915e-05,False,True,True,0,2135.85,False,0,0,False,0,0,1,5.892022136662236,0,0.1967635567624484,1,Neutral (30–70),0,0,2025-01-21,2024-11-13,51.4
2025-12-19,HDFCBANK,987.0,988.0,978.7,985.5,25952384,993.6522629033682,991.5187286917472,961.8020695479158,40.2582159624413,-1.7725585950350933,0.5772651913834961,-2.3498237864185896,12.278571428571436,996.7125,1012.8023750445273,980.6226249554727,0.03228588995227265,1017.5,973.3,1.4329093178215244,0.037952892969375804,-0.8705268413772949,1015.1303571428572,978.2946428571428,0,961.8020695479158,1,0,0,0.03135639704087215,0,4.1126132054739375e-05,True,False,True,0,995.4,True,0,0,True,0,0,0,0.6734937900298288,0,0.05672313960969322,1,Neutral (30–70),0,0,,2024-08-07,45.02
2025-12-19,LT,4040.1,4091.5,4040.1,4073.5,1327935,4030.3886189545824,3954.0059769880527,3725.745351367202,50.03775484520516,26.7203453192692,28.703145767603136,-1.9828004483339363,59.77857142857147,4036.15,4110.079796001588,3962.2202039984127,0.03663381985386452,4140.0,3949.1,0.9315811034536027,0.1568758087374453,1.604067518175234,4125.817857142857,3946.482142857143,0,3725.745351367202,1,1,0,0.047549866079950334,0,-0.000694627068348571,True,False,True,0,4044.55,False,0,0,True,0,0,1,3.7411013480691757,0,0.05045321505473388,1,Neutral (30–70),0,0,2025-06-09,2025-01-17,49.22
2025-12-19,NESTLEIND,1230.8,1246.2,1229.7,1244.4,754446,1242.1164253313314,1240.4248106860712,1206.1989938945535,43.15878378378387,-5.736808974829046,-5.933454680481676,0.19664570565262984,19.150000000000027,1243.8600000000001,1283.122377867234,1204.5976221327662,0.06312989864974178,1285.8,1205.0,0.857434030531837,0.04792347033088915,-2.4536415158766256,1272.5850000000003,1215.135,0,1206.1989938945535,1,1,0,0.025592037786895148,0,0.002104395591378443,True,False,True,0,1245.4,True,0,0,False,0,0,1,4.877121132170221,0,0.1116669644452386,1,Neutral (30–70),0,0,2025-09-12,2025-08-07,41.3
2025-12-19,HEROMOTOCO,5725.0,5797.5,5725.0,5781.0,769295,5942.83753209738,5778.311915873405,5107.590641814015,22.20421393841167,10.540964876036014,76.65295124576588,-66.11198636972986,135.10714285714286,6064.95,6426.303581034362,5703.596418965638,0.11916127289898909,6388.5,5513.0,1.0524851904808095,0.2226338653028529,-3.312736429911445,6267.6107142857145,5862.289285714285,0,5107.590641814015,1,0,0,0.06230075849593968,0,-0.0016383419156784061,True,False,True,0,5950.75,True,0,0,False,0,0,0,7.9501451026773715,0,0.2736285525446134,1,Oversold (≤30),0,0,2025-08-14,2024-11-06,36.2
2025-12-19,ITC,400.25,402.65,400.25,401.05,10654835,402.59273932659534,405.0650031659956,418.1089781494125,43.10344827586206,-1.5290182716566392,-1.5467899168300103,0.017771645173371153,3.782142857142848,402.1825,405.3299760147221,399.0350239852779,0.015651978963391433,408.8,398.2,1.1908503610760592,0.015444959640150347,-1.2819603669522506,407.85571428571427,396.50928571428574,1,418.1089781494125,1,0,0,0.023211427735619777,0,-0.002262564503407832,True,False,False,0,403.5,True,0,0,True,0,0,0,-0.582310668172514,0,-0.146883641778345,0,Neutral (30–70),0,0,2024-08-07,2024-11-05,41.39
2025-12-19,M&M,3571.0,3615.0,3560.0,3603.6,1647819,3647.6930674464775,3617.98610428972,3336.893659888121,34.04993065187237,-12.250016127807157,1.5676602372784254,-13.817676365085582,62.77857142857143,3665.2799999999997,3759.1260688126667,3571.4339311873327,0.051208130790917475,3795.0,3540.1,0.8081142008445672,0.1387793456158728,-3.517153871975287,3759.4478571428567,3571.1121428571428,1,3336.893659888121,1,0,0,0.05074056683973841,0,-0.0021595822811777384,True,False,True,0,3667.55,True,0,0,True,0,0,0,3.6922125308188356,0,0.16816052644374935,1,Neutral (30–70),0,0,2025-05-13,2025-03-12,32.9
2025-12-19,HDFCLIFE,753.1,773.85,753.1,766.45,3098157,764.7285135066164,762.7613755211706,744.783670554402,49.82973893303067,0.699813091999431,1.8457177635636601,-1.1459046715642291,15.017857142857135,766.4675,783.888306525521,749.046693474479,0.04545739128018087,788.5,745.2,1.389247175376057,0.029516991188612975,0.7137897713928476,788.9942857142856,743.9407142857143,0,744.783670554402,1,1,0,0.045545591283492316,0,-0.001922360372855317,True,False,True,0,766.85,True,0,0,True,0,0,1,1.2926573292240742,0,0.2071029214898812,1,Neutral (30–70),0,0,2025-04-25,2024-11-29,53.2
2025-12-19,MARUTI,16329.0,16475.0,16329.0,16414.0,360190,16199.138680610922,15935.237420892647,14333.549100599355,58.771444382955174,127.92308193043027,105.62623078767251,22.29685114275776,220.14285714285714,16170.3,16563.90739188612,15776.692608113879,0.04868275689209491,16536.0,15842.0,1.183538694936568,0.6321245917801466,3.137752251446635,16500.514285714286,15840.085714285713,1,14333.549100599355,1,1,0,0.045417883780641655,0,-0.0014176471355366945,True,False,True,0,16189.0,False,0,0,False,0,0,1,4.930066030727236,0,0.45552895273565674,1,Neutral (30–70),0,0,2025-05-12,2025-03-17,54.92
