Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
20.0,-1.0479,-1.0479,-2.4657,-0.277,-0.3081,-0.0165,-0.1909,-0.2498,25
