Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
38.46,0.0208,0.0208,0.0662,-0.0262,0.0192,0.0013,0.0037,0.005,13
