Symbol,Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,MACDSignal,MACDHist,ATR14,BB_MA20,BB_Upper,BB_Lower,BB_BandWidth,DonchianH20,DonchianL20,RVOL20,RS_vs_Index,RS_ROC20,KC_Upper,KC_Lower,Squeeze,AVWAP60,IndexUpRegime
INFY,2025-06-09,1578.0,1588.0,1571.0,1572.9,2903202,1572.9,1572.9,1572.9,,0.0,0.0,0.0,,,,,,,,,,,,,0,1572.9,0
INFY,2025-06-10,1584.0,1607.5,1577.5,1596.0,8591925,1575.1000000000001,1573.8058823529411,1573.1298507462689,,1.8427350427352849,0.368547008547057,1.4741880341882279,,,,,,,,,,,,,0,1573.1298507462689,0
INFY,2025-06-11,1590.1,1634.6,1590.1,1631.1,10597410,1580.4333333333334,1576.052710495963,1573.7066681517788,,6.065473494533535,1.5079323057443528,4.557541188789182,,,,,,,,,,,,,0,1573.7066681517788,0
INFY,2025-06-12,1617.0,1628.0,1598.1,1608.6,10483574,1583.1158730158731,1577.329074790239,1574.0538654836018,,7.509892811531699,2.708324406901822,4.801568404629878,,,,,,,,,,,,,0,1574.0538654836018,0
INFY,2025-06-13,1576.0,1609.0,1570.2,1602.0,6968315,1584.9143613000756,1578.2965620533669,1574.331936473815,,8.029481817025726,3.772555888926603,4.256925928099123,,,,,,,,,,,,,0,1574.331936473815,0
INFY,2025-06-16,1600.0,1634.8,1597.1,1623.8,5591842,1588.617755461973,1580.0810106002937,1574.824156011389,,10.084094492930944,5.034863609727472,5.049230883203473,,,,,,,,,,,,,0,1574.824156011389,0
INFY,2025-06-17,1620.7,1647.4,1615.6,1639.9,7622083,1593.501778751309,1582.4268533218508,1575.4716768470967,,12.863245797495665,6.600540047281111,6.262705750214554,,,,,,,,,,,,,0,1575.4716768470967,0
INFY,2025-06-18,1621.0,1644.7,1621.0,1632.9,5629707,1597.2539902988035,1584.4061924072685,1576.0431029481206,,14.335649289134835,8.147561895651856,6.188087393482979,,,,,,,,,,,,,0,1576.0431029481206,0
INFY,2025-06-19,1623.9,1630.0,1611.5,1618.4,5147760,1599.2678959846317,1585.7392829011012,1576.4645646103284,,14.169177388976095,9.351884994316706,4.81729239465939,,,,,,,,,,,,,0,1576.4645646103284,0
INFY,2025-06-20,1619.0,1630.7,1608.9,1622.9,9202821,1601.5185725575238,1587.1965659245875,1576.926608743559,,14.236252938550024,10.32875858316337,3.9074943553866532,,,,,,,,,,,,,0,1576.926608743559,0
INFY,2025-06-23,1601.0,1601.0,1575.4,1584.0,7943676,1599.850137075855,1587.071210398133,1576.9969907461107,,11.023434603446276,10.467693787219952,0.555740816226324,,,,,,,,,,,,,0,1576.9969907461107,0
INFY,2025-06-24,1601.0,1609.0,1576.6,1581.6,8083992,1598.1120287829162,1586.856653127618,1577.042791833214,,8.18919306336852,10.011993642449665,-1.8228005790811448,,,,,,,,,,,,,0,1577.042791833214,0
INFY,2025-06-25,1590.0,1619.9,1585.1,1614.9,7813533,1599.7108831845433,1587.9563922206526,1577.4194804716897,,8.531719571132271,9.715938828186188,-1.1842192570539165,,,,,,,,,,,,,0,1577.4194804716897,0
INFY,2025-06-26,1608.8,1624.0,1606.6,1616.0,6519233,1601.2622276431582,1589.056141545333,1577.8033662381406,59.49757602468044,8.79060250945281,9.530871564439513,-0.7402690549867028,31.42142857142861,,,,,,,,,,,,0,1577.8033662381406,0
INFY,2025-06-27,1619.0,1629.6,1602.4,1608.0,8912268,1601.9039202485717,1589.79903795532,1578.1038302556717,57.47126436781607,8.255076577830096,9.27571256711763,-1.020635989287534,32.15000000000003,,,,,,,,,,,,0,1578.1038302556717,0
INFY,2025-06-30,1615.0,1615.0,1594.1,1601.8,6294505,1601.894023082041,1590.2696639178564,1578.3396130391975,51.33027522935778,7.24684313763737,8.869938681221578,-1.623095543584208,31.17142857142861,,,,,,,,,,,,0,1578.3396130391975,0
INFY,2025-07-01,1609.0,1617.7,1600.5,1606.8,4178937,1602.3612589789896,1590.917912391666,1578.6228009691558,43.53379457158065,6.773191945034796,8.450589333984222,-1.6773973889494265,29.221428571428614,,,,,,,,,,,,0,1578.6228009691558,0
INFY,2025-07-02,1618.0,1649.0,1603.4,1610.5,8653641,1603.1363771714666,1591.6858373959146,1578.9399870291643,50.561797752809014,6.620067028379708,8.084484872863321,-1.464417844483613,30.121428571428606,,,,,,,,,,,,0,1578.9399870291643,0
INFY,2025-07-03,1618.5,1632.4,1615.0,1618.7,5259695,1604.6186269646603,1592.745216321565,1579.3356090487746,54.891622729935555,7.078786059166987,7.883345110124054,-0.8045590509570673,28.91428571428576,,,,,,,,,,,,0,1579.3356090487746,0
INFY,2025-07-04,1625.0,1643.4,1612.3,1640.7,4411273,1608.054948206121,1594.6257960736605,1579.9462000035132,54.94441193680515,9.112497139594097,8.129175516018064,0.9833216235760336,28.442857142857196,1611.575,1648.6305131206084,1574.5194868793917,0.04598670632221068,1649.0,1570.2,0.6265594840435076,,,1654.2392857142859,1568.9107142857142,0,1579.9462000035132,0
INFY,2025-07-07,1640.0,1644.0,1623.0,1627.0,3294523,1609.8592388531572,1595.895372698223,1580.4143970184036,46.1721068249258,9.509136907568745,8.4051677943282,1.1039691132405451,27.67142857142861,1614.28,1647.1052534363087,1581.4547465636913,0.04066859954445163,1649.0,1570.2,0.4666439609267412,,,1655.787142857143,1572.772857142857,0,1580.4143970184036,0
INFY,2025-07-08,1628.0,1646.2,1621.5,1638.7,4590681,1612.6059780099993,1597.5739855335867,1580.9943532669768,51.67436489607388,10.644861661308596,8.85310656772428,1.7917550935843156,27.742857142857183,1616.415,1649.7841490041799,1583.04585099582,0.041287848732138616,1649.0,1570.2,0.6691980710216888,,,1658.0292857142858,1574.800714285714,0,1580.9943532669768,0
INFY,2025-07-09,1637.8,1638.0,1623.6,1633.7,4580828,1614.6149324852374,1598.99069198325,1581.5187875628278,54.673182651191176,11.014505138896311,9.285386281958687,1.7291188569376246,27.292857142857184,1616.545,1650.1742776578606,1582.9157223421396,0.04160636129258447,1649.0,1570.2,0.6983880450809107,,,1657.4842857142858,1575.6057142857144,0,1581.5187875628278,0
INFY,2025-07-10,1638.9,1638.9,1607.1,1615.8,5330179,1614.727796058072,1599.6498805329263,1581.8598941542425,47.99548277809144,9.750670198101488,9.378443065187248,0.37222713291424014,28.007142857142917,1616.9050000000002,1650.3296977705506,1583.4803022294498,0.04134404652165765,1649.0,1570.2,0.8458621732760774,,,1658.9157142857146,1574.8942857142858,0,1581.8598941542425,0
INFY,2025-07-11,1579.1,1607.1,1563.0,1594.9,11391755,1612.8394345287318,1599.4636107081058,1581.9896464512153,53.42551854179763,6.982130911745344,8.899180634498867,-1.9170497227535233,28.38571428571434,1616.55,1650.782302381169,1582.3176976188308,0.042352296410465645,1649.0,1563.0,1.746492750350755,,,1659.1285714285714,1573.9714285714285,0,1581.9896464512153,0
INFY,2025-07-14,1591.8,1591.8,1559.8,1570.3,9173426,1608.7880598117097,1598.3199396999448,1581.8733315611537,46.88361831218976,2.77108581945231,7.673561671489556,-4.902475852037246,28.578571428571486,1613.875,1653.6365987712027,1574.1134012287973,0.04927469447287141,1649.0,1559.8,1.3688154773506251,,,1656.7428571428572,1571.0071428571428,0,1581.8733315611537,0
INFY,2025-07-15,1565.1,1603.6,1564.0,1585.6,7614807,1606.5796731629753,1597.821118535241,1581.910412839152,41.02878138395587,0.660767461451087,6.271002829481862,-5.610235368030775,28.67142857142861,1611.16,1650.8546980418241,1571.465301958176,0.049274681647786735,1649.0,1559.8,1.136307365577326,,,1654.167142857143,1568.152857142857,0,1581.910412839152,0
INFY,2025-07-16,1579.0,1612.0,1578.5,1607.9,6223491,1606.7054185760253,1598.216368788761,1582.169015696474,47.80487804878052,0.7787713979291766,5.172556543171325,-4.393785145242148,29.821428571428605,1609.91,1648.2743968722098,1571.5456031277904,0.04766030010647761,1649.0,1559.8,0.9245942149422366,,,1654.642142857143,1565.1778571428572,0,1582.169015696474,0
INFY,2025-07-17,1598.0,1610.0,1580.1,1583.5,7374814,1604.495378711642,1597.6392562872409,1582.1822593213847,43.902439024390254,-1.0840890096496878,3.9212274326071226,-5.00531644225681,30.014285714285766,1608.1650000000002,1648.0482124029518,1568.2817875970486,0.049600895931638335,1649.0,1559.8,1.077810387662149,,,1653.186428571429,1563.1435714285715,0,1582.1822593213847,0
INFY,2025-07-18,1592.1,1599.3,1580.0,1586.1,5161833,1602.7434378819619,1597.1867364328393,1582.2212418156994,46.02128737962494,-2.323833328867977,2.672215280312103,-4.99604860918008,29.90000000000004,1606.325,1646.7379148195294,1565.9120851804707,0.050317233211870954,1649.0,1559.8,0.7773429867336149,,,1651.1750000000002,1561.475,0,1582.2212418156994,0
INFY,2025-07-21,1580.0,1589.0,1566.8,1584.3,3682661,1600.9869199884417,1596.681374219787,1582.241925976737,44.20401854714066,-3.4122502931688814,1.455322165615906,-4.867572458784787,30.2571428571429,1606.34,1646.7182328019753,1565.9617671980245,0.05027358193405556,1649.0,1559.8,0.5729713645476924,,,1651.7257142857143,1560.9542857142856,0,1582.241925976737,0
INFY,2025-07-22,1565.0,1585.8,1565.0,1570.9,8473741,1598.1214990371616,1595.670339936658,1582.129070991894,40.284592737978436,-5.295058452741387,0.10524604194444764,-5.400304494685834,28.48571428571433,1605.805,1647.8140453918777,1563.7959546081224,0.052321477877921206,1649.0,1559.8,1.3144121993589617,,,1648.5335714285716,1563.0764285714286,0,1582.129070991894,0
INFY,2025-07-23,1576.3,1591.9,1550.0,1574.5,8035026,1595.8718324621939,1594.8401305273774,1582.0531598377459,38.90562248995983,-6.422671017047833,-1.2003373698540085,-5.222333647193825,29.91428571428576,1603.785,1647.7904673636667,1559.7795326363334,0.05487701576416619,1649.0,1550.0,1.244223120553054,,,1648.6564285714287,1558.9135714285715,0,1582.0531598377459,0
INFY,2025-07-24,1580.0,1582.0,1548.2,1552.5,14169664,1591.7411817515087,1593.179733251794,1581.759098545828,27.861445783132524,-8.987921077207602,-2.7578541113247272,-6.230066965882875,30.10714285714289,1600.6100000000001,1649.766287813249,1551.4537121867513,0.06142194265092534,1649.0,1548.2,2.0714709813072867,,,1645.7707142857143,1555.449285714286,0,1581.759098545828,0
INFY,2025-07-25,1543.4,1549.5,1511.3,1515.7,10851259,1584.4991644418415,1590.141312339959,1581.1017940826855,24.96626180836708,-13.830918462492718,-4.972466981558325,-8.858451480934393,31.550000000000036,1595.9950000000001,1657.9062259185428,1534.0837740814575,0.07758323292810144,1649.0,1511.3,1.5641822039507538,,,1643.3200000000002,1548.67,0,1581.1017940826855,0
INFY,2025-07-28,1513.9,1519.3,1482.5,1516.0,6439855,1577.9754344949993,1587.2338098952548,1580.4540150370867,20.910384068278773,-17.44374070495269,-7.466721726237198,-9.97701897871549,32.41428571428575,1591.7050000000002,1663.0885739619343,1520.321426038066,0.08969447725795192,1649.0,1482.5,0.9273177538570969,,,1640.3264285714288,1543.0835714285715,0,1580.4540150370867,0
INFY,2025-07-29,1512.9,1517.2,1496.1,1513.7,7070448,1571.8539645430944,1584.350131075833,1579.7897959819913,21.1815561959654,-20.2589861575359,-10.02517461249694,-10.23381154503896,32.84285714285717,1587.05,1666.0272918729106,1508.0727081270893,0.09952716281517364,1649.0,1482.5,0.997357663368683,,,1636.3142857142857,1537.7857142857142,0,1579.7897959819913,0
INFY,2025-07-30,1519.9,1521.7,1506.0,1519.0,5719051,1566.8202536342285,1581.787380837565,1579.1849223901306,25.255623721881364,-21.8109991342601,-12.382339516849573,-9.428659617410528,31.69285714285716,1582.475,1666.191309798723,1498.7586902012767,0.105804274694669,1646.2,1482.5,0.8237798742677388,,,1630.0142857142857,1534.935714285714,0,1579.1849223901306,0
INFY,2025-07-31,1509.7,1527.1,1497.0,1509.0,6851407,1561.3135628119212,1578.9329737458959,1578.4865649534129,26.746074715755242,-23.576126120192157,-14.621096837518092,-8.955029282674065,30.071428571428587,1576.9900000000002,1664.9787767962782,1489.0012232037222,0.11159078598631314,1646.2,1482.5,0.9757009081739128,,,1622.0971428571431,1531.8828571428573,0,1578.4865649534129,0
INFY,2025-08-01,1493.9,1498.7,1465.5,1469.6,8702978,1552.5789377822143,1574.6454061480176,1577.4031165459162,24.761904761904717,-27.833406509509814,-17.263558771916436,-10.569847737593378,30.671428571428578,1568.435,1663.3416083884017,1473.5283916115982,0.12102077343135262,1646.2,1465.5,1.2026300090994813,,,1614.4421428571427,1522.4278571428572,0,1577.4031165459162,0
INFY,2025-08-04,1461.5,1482.8,1451.0,1480.5,8610216,1545.714277041051,1570.9534294363307,1576.4389064310317,23.065094823167627,-29.982177110718794,-19.807282439676907,-10.174894671041887,30.114285714285725,1561.1100000000001,1659.5334653236503,1462.68653467635,0.12609420902261867,1646.2,1451.0,1.1476606304697452,,,1606.2814285714287,1515.9385714285715,0,1576.4389064310317,0
INFY,2025-08-05,1478.7,1478.7,1455.0,1460.3,10213323,1537.5795839895225,1566.6140792623569,1575.2832954217677,11.761658031088004,-32.93540562037583,-22.432907075816694,-10.502498544559138,29.54285714285715,1552.19,1653.3050652526745,1451.0749347473256,0.1302869690600692,1638.9,1451.0,1.3121697188069268,,,1596.5042857142857,1507.8757142857144,0,1575.2832954217677,0
INFY,2025-08-06,1452.0,1456.1,1430.3,1436.7,10566934,1527.972004561949,1561.5194094873625,1573.9043571588645,11.810613943808463,-36.756477465601165,-25.297621153773587,-11.458856311827578,29.550000000000004,1542.34,1648.2881779977956,1436.3918220022042,0.13738628058378272,1638.9,1430.3,1.3073288046134854,,,1586.665,1498.0149999999999,0,1573.9043571588645,0
INFY,2025-08-07,1430.0,1442.0,1414.2,1436.9,9892020,1519.2984803179538,1556.6323738211913,1572.541129724448,10.69546891464698,-39.315363071226784,-28.10116953726423,-11.214193533962554,30.157142857142862,1533.395,1643.361300579577,1423.428699420423,0.143428536782208,1612.0,1414.2,1.190241466741268,,,1578.6307142857142,1488.1592857142857,0,1572.541129724448,0
INFY,2025-08-08,1425.0,1433.2,1417.1,1423.1,10048009,1510.1367202876725,1551.395810141929,1571.0541533092794,10.05946481665012,-41.97300435117586,-30.875536500046557,-11.097467851129302,29.985714285714298,1524.8049999999998,1641.1946807688448,1408.4153192311549,0.15266172496659572,1612.0,1414.2,1.2188641400938478,,,1569.7835714285713,1479.8264285714283,0,1571.0541533092794,0
INFY,2025-08-11,1419.9,1433.4,1414.0,1428.2,6625368,1502.333223117418,1546.564601901069,1569.632718947993,13.126614987080131,-43.17003949243326,-33.3344370985239,-9.835602393909362,29.885714285714307,1517.7,1639.613912681298,1395.7860873187021,0.1606561411099663,1612.0,1414.0,0.8162994298449786,,,1562.5285714285715,1472.8714285714286,0,1569.632718947993,0
INFY,2025-08-12,1428.2,1441.0,1421.0,1424.1,9899184,1494.8824399633781,1541.762068493184,1568.1846321922917,11.237113402061937,-43.94298680262136,-35.45614703934339,-8.48683976327797,28.321428571428587,1509.625,1633.9723043747356,1385.2776956252644,0.1647393284752645,1612.0,1414.0,1.2027345731989378,,,1552.107142857143,1467.142857142857,0,1568.1846321922917,0
INFY,2025-08-13,1425.0,1434.0,1422.4,1426.6,10318063,1488.3793504430564,1537.2459089444317,1566.7758298819206,13.92550143266483,-43.848367324248784,-37.13459109632447,-6.713776227924313,26.735714285714298,1500.56,1621.11781578715,1380.00218421285,0.16068376577697666,1610.0,1414.0,1.2232015375115555,,,1540.6635714285715,1460.4564285714284,0,1566.7758298819206,0
INFY,2025-08-14,1426.2,1470.0,1426.2,1447.7,12902347,1484.5051265913366,1533.734304672101,1565.5909957537424,28.58942065491192,-41.59134787738435,-38.02594245253645,-3.565405424847903,26.921428571428578,1493.77,1609.873802920626,1377.666197079374,0.15545070917293305,1599.3,1414.0,1.4810418625449784,,,1534.1521428571427,1453.3878571428572,0,1565.5909957537424,0
INFY,2025-08-18,1464.7,1464.7,1429.6,1435.8,7254561,1479.8665431064474,1529.8937437045677,1564.2995430596754,26.467136150234836,-40.29834007283375,-38.48042197659591,-1.8179180962378396,26.80000000000002,1486.2549999999999,1596.5050788876672,1376.0049211123326,0.148359573407884,1591.9,1414.0,0.8228572381351452,,,1526.455,1446.0549999999998,0,1564.2995430596754,0
INFY,2025-08-19,1432.7,1449.4,1432.7,1440.0,3986094,1476.069729477262,1526.3684988534083,1563.0627316859475,28.612884503772577,-38.49101669237007,-38.48254091975075,-0.00847577261932031,26.485714285714298,1479.04,1580.836709697628,1377.2432903023719,0.13765240926226216,1591.9,1414.0,0.4513507558769272,,,1518.7685714285715,1439.3114285714285,0,1563.0627316859475,0
INFY,2025-08-20,1440.7,1499.0,1440.7,1496.2,10413061,1477.9868980984752,1525.1854204670003,1562.397430873152,44.892473118279604,-32.15318764280596,-37.216670264361795,5.063482621555835,29.57857142857144,1475.3049999999998,1567.9837428077283,1382.6262571922714,0.12564011212288775,1591.9,1414.0,1.1662795555158023,,,1519.672857142857,1430.9371428571426,0,1562.397430873152,0
INFY,2025-08-21,1508.0,1508.0,1484.3,1496.4,6565539,1479.7405268510015,1524.0565804486866,1561.7407400186928,47.04779756326152,-26.80527955391335,-35.134392122272104,8.329112568358752,29.12142857142859,1471.4,1552.3155245009461,1390.484475499054,0.10998440193142048,1582.0,1414.0,0.741452506827226,,,1515.082142857143,1427.7178571428572,1,1561.7407400186928,0
INFY,2025-08-22,1498.1,1504.3,1486.1,1487.5,5543397,1480.4795242937635,1522.622989058542,1561.0020261876612,54.89338436303991,-23.019821312713702,-32.711477960360426,9.691656647646724,27.314285714285738,1468.15,1540.0717850021451,1396.228214997855,0.09797607193017749,1549.5,1414.0,0.6580749733159204,,,1509.1214285714286,1427.1785714285716,1,1561.0020261876612,0
INFY,2025-08-25,1506.7,1539.0,1506.7,1532.1,10694531,1485.3957600753097,1522.9946365464423,1560.7144438375353,61.91135734072015,-16.233837547526036,-29.41594987779355,13.182112330267515,28.721428571428596,1468.9699999999998,1543.5010701724634,1394.4389298275362,0.10147391733318396,1539.0,1414.0,1.2707652836604986,,,1512.0521428571426,1425.887857142857,1,1560.7144438375353,0
