Stock,Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,Signal,Histogram,ATR14,Bollinger_Upper,Bollinger_Lower,Bollinger_Bandwidth,Donchian_20_High,Donchian_20_Low,RVOL20,RS_vs_NIFTY,RS_ROC20,TrendContinuation_Flag,Breakout_Flag,VCP_Flag,SEPA_Flag,MeanReversion_Flag,Pivot,Pivot_R1,Pivot_S1,HL2,ATR_Super,Upper_Band,Lower_Band,Supertrend,CompositeScore,RS_Leader_Flag
BSLSENETFG,2025-12-22,86.37,86.37,84.28,85.53,2046,84.96600755944719,84.32128944956281,81.67000622215605,52.84360189573453,0.14374659839283765,0.20995481174922503,-0.06620821335638738,2.087142857142857,85.98449122803123,84.32850877196879,0.01944634239385656,87.82,83.63,0.8247007134507638,,,1,0,0,1,0,85.39333333333333,86.50666666666666,84.41666666666666,85.325,2.087142857142857,91.58642857142857,79.06357142857144,80.80285714285714,2,0
BSLNIFTY,2025-12-22,30.94,30.94,30.17,30.41,293325,30.19296801355434,29.97919090225067,28.97346033158302,53.01204819277113,0.04387412091217868,0.06254921411153856,-0.01867509319935988,0.8628571428571432,30.56633255989152,29.94066744010847,0.020680751641398543,31.18,29.5,0.9884734542686332,,,1,0,0,1,0,30.506666666666664,30.843333333333327,30.073333333333327,30.555,0.8628571428571432,33.14357142857143,27.96642857142857,29.37071428571429,2,0
DIVISLAB,2025-12-22,6500.0,6543.0,6450.5,6511.5,255434,6418.165797738141,6414.519035443252,6216.418363548555,56.46492434662999,-13.31013455237462,-25.032609014684233,11.722474462309613,128.46428571428572,6560.12759772665,6264.52240227335,0.04609953417103774,6598.0,6265.0,1.1237297582894834,,,1,0,0,1,0,6501.666666666667,6552.833333333334,6460.333333333334,6496.75,128.46428571428572,6882.142857142857,6111.357142857143,6468.357142857143,2,0
BANKIETF,2025-12-22,61.14,61.14,60.47,60.59,91629,60.436824647972614,59.7304014756938,56.97414349878724,47.13375796178345,0.17283364015327152,0.27377708178166216,-0.10094344162839064,0.9149999999999981,61.24873808986288,60.02826191013712,0.0201270839437942,62.88,58.72,0.14935621520080788,,,1,0,0,1,0,60.73333333333333,60.996666666666655,60.326666666666654,60.805,0.9149999999999981,63.55,58.06,59.35000000000001,2,0
BANKETF,2025-12-22,600.2,602.28,600.2,601.8,2055,599.6743029078572,592.5737876429451,565.1766702819783,49.94984954864579,1.811349536517696,2.731789753773482,-0.920440217255786,4.587142857142851,607.6170029066155,595.5029970933844,0.020137651794054107,610.16,595.43,0.4102697198985806,,,1,0,0,1,0,601.4266666666666,602.6533333333332,600.5733333333333,601.24,4.587142857142851,615.0014285714285,587.4785714285715,595.0378571428572,2,0
BANKBETF,2025-12-22,59.81,60.19,59.81,60.05,15270,59.83966386630115,59.13523494047429,56.413779218231994,48.688046647230266,0.1800653478304497,0.27550993147282504,-0.09544458364237535,0.5449999999999997,60.63673385392235,59.42026614607764,0.020264836000311755,60.88,59.41,0.44573530270301825,,,1,0,0,1,0,60.01666666666667,60.22333333333334,59.84333333333335,60.0,0.5449999999999997,61.635,58.365,58.947857142857146,2,0
BANKBEES,2025-12-22,613.66,613.67,609.95,611.26,521334,609.7132361347624,602.5691089184651,574.8040821549206,47.46087511976998,1.7294995570067613,2.7595316813083444,-1.030032124301583,5.83928571428573,618.0623882050622,605.4906117949379,0.0205496229589145,624.7,605.6,0.8421715462475975,,,1,0,0,1,0,611.6266666666667,613.3033333333333,609.5833333333334,611.81,5.83928571428573,629.3278571428572,594.2921428571427,602.1914285714286,2,0
COMMOIETF,2025-12-22,94.1,94.45,93.95,94.21,134711,93.39543938787114,93.1343894802802,90.2100362805279,54.59387483355525,0.005730107104341187,-0.11578836040641019,0.12151846751075138,1.7000000000000017,94.82972332956943,91.64627667043057,0.03414323193482128,96.02,90.5,0.4680050680775386,,,1,0,0,1,0,94.20333333333333,94.45666666666666,93.95666666666666,94.2,1.7000000000000017,99.30000000000001,89.1,92.00785714285715,2,0
BSE500IETF,2025-12-22,40.69,40.69,40.05,40.26,40894,40.00905869403045,39.892570318676576,38.832777434433105,49.372384937238465,-0.026482835726049814,-0.018536953674588328,-0.007945882051461486,0.6278571428571423,40.60473395421898,39.52826604578103,0.026867031271459896,41.16,39.04,0.3076611724663789,,,1,0,0,1,0,40.333333333333336,40.616666666666674,39.976666666666674,40.37,0.6278571428571423,42.253571428571426,38.48642857142857,38.93,2,0
NESTLEIND,2025-12-22,1246.0,1259.9,1240.0,1257.2,880387,1243.552956252157,1241.0826643488283,1206.8933159094258,49.343629343629324,-3.785833650384575,-5.503930474470444,1.718096824085869,19.800000000000036,1281.2376333067075,1205.2823666932925,0.061093630144470994,1282.7,1205.0,1.1114869848747038,,,1,0,0,1,0,1252.3666666666668,1264.7333333333336,1244.8333333333335,1249.95,19.800000000000036,1309.3500000000001,1190.55,1231.9285714285716,2,0
MIDCAPIETF,2025-12-22,23.05,23.07,22.84,23.02,1326038,22.776197636535294,22.70253045456102,21.98541540959137,49.02912621359225,-0.01607430415768718,-0.023032884020257955,0.006958579862570775,0.4092857142857141,23.25592565982289,22.36907434017711,0.03887567428584234,23.31,22.19,1.384142069448121,,,1,0,0,1,0,22.976666666666663,23.113333333333326,22.883333333333326,22.955,0.4092857142857141,24.18285714285714,21.727142857142855,22.323571428571434,2,0
METALIETF,2025-12-22,10.57,10.79,10.57,10.71,55027712,10.45006526974574,10.343639207801603,9.762829669267292,65.48672566371684,0.06262187656004414,0.023497239790712957,0.039124636769331186,0.2335714285714283,10.716302173559196,10.056697826440804,0.06350593049808816,10.79,10.0,4.946640248190173,,,0,1,0,1,0,10.69,10.809999999999999,10.59,10.68,0.2335714285714283,11.380714285714285,9.979285714285714,10.14,2,0
MID150BEES,2025-12-22,229.94,230.62,228.02,230.47,1544111,227.82621253899043,227.04883659353047,219.89660849126824,50.02290426019238,-0.14179585685897678,-0.21783346057018896,0.07603760371121218,4.265000000000001,232.6373103048452,223.6466896951548,0.039408002952943263,235.26,221.9,2.02040382666286,,,1,0,0,1,0,229.70333333333335,231.38666666666668,228.7866666666667,229.32,4.265000000000001,242.115,216.52499999999998,220.9407142857143,2,0
MIDCAPETF,2025-12-22,22.54,22.81,22.54,22.78,3789312,22.498848925392547,22.420001222347494,21.701486776273953,51.101321585903094,-0.01288085823777152,-0.020484243208628863,0.007603384970857344,0.742857142857143,22.9879180778458,22.07908192215419,0.04033266717072847,23.4,20.65,1.1234414811449698,,,1,0,0,1,0,22.709999999999997,22.879999999999995,22.609999999999996,22.674999999999997,0.742857142857143,24.903571428571425,20.44642857142857,21.71357142857143,2,0
MAKEINDIA,2025-12-22,156.42,156.43,154.32,155.78,16150,153.93470989585157,153.45827828276606,147.60696752904641,52.494061757719706,-0.016963321341137316,-0.16410223897768395,0.14713891763654663,4.101428571428569,156.50953838364552,151.29346161635448,0.033892306230225454,159.8,149.65,0.9735689591251744,,,1,0,0,1,0,155.51,156.7,154.58999999999997,155.375,4.101428571428569,167.6792857142857,143.0707142857143,151.87,2,0
