,Win_Rate_%,Avg_Return_%,Total_Trades
TrendContinuation,58.96980461811723,0.9463382108694471,3378.0
Breakout,48.93617021276596,-0.005731568774374667,564.0
VCP,53.94736842105263,0.8381620354066539,228.0
SEPA,53.784344219803,0.4406584529961118,3858.0
MeanReversion,51.06649937264742,-0.09665013632433626,797.0
