Stock,Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,Signal,Histogram,ATR14,Bollinger_Upper,Bollinger_Lower,Bollinger_Bandwidth,Donchian_20_High,Donchian_20_Low,RVOL20,RS_vs_NIFTY,RS_ROC20,TrendContinuation_Flag,Breakout_Flag,VCP_Flag,SEPA_Flag,MeanReversion_Flag,Pivot,Pivot_R1,Pivot_S1,HL2,ATR_Super,Upper_Band,Lower_Band,Supertrend,CompositeScore,RS_Leader_Flag
HCLTECH,2025-12-23,1675.1,1686.9,1656.2,1679.9,1614314,1650.69467122973,1604.7181712327238,1585.5382628785078,59.65686274509806,20.95247642689219,25.047295267082543,-4.094818840190353,28.592857142857138,1698.2391195767057,1614.770880423294,0.05038816010420226,1695.4,1601.1,0.7646717786289899,,,0,0,0,1,0,1674.3333333333333,1692.4666666666665,1661.7666666666664,1671.5500000000002,28.592857142857138,1757.3285714285716,1585.7714285714287,1598.7857142857142,1,0
BRITANNIA,2025-12-23,6083.0,6119.0,6030.0,6061.0,216840,5972.518332779158,5929.3038784502805,5712.077692108855,65.36712150747239,50.96258801550448,28.74732235595413,22.21526565955035,110.39285714285714,6149.839010433705,5721.560989566295,0.0721529088173948,6145.0,5780.0,0.9739828798388374,,,0,0,0,1,0,6070.0,6110.0,6021.0,6074.5,110.39285714285714,6405.678571428572,5743.321428571428,5823.892857142857,1,1
AXISBANK,2025-12-23,1239.0,1239.0,1223.5,1225.0,2920318,1251.0178454780914,1235.5261702497955,1173.4495168405374,32.80662151993977,-4.847052932348788,2.900569950325615,-7.747622882674403,19.21428571428573,1313.1819742216333,1212.708025778367,0.0795552842311155,1304.0,1216.9,0.7106840959672412,,,0,0,0,0,1,1229.1666666666667,1234.8333333333335,1219.3333333333335,1231.25,19.21428571428573,1288.892857142857,1173.607142857143,1232.4785714285713,1,1
COALINDIA,2025-12-23,387.45,400.95,386.45,400.4,18487395,384.09086598821114,383.51524885769095,390.82519935374467,83.6680053547525,2.3367906128607956,0.5472834503953782,1.7895071624654175,5.507142857142843,392.93430907652703,370.96069092347307,0.05753046728425755,400.95,371.3,4.289009198100711,,,0,1,0,0,0,395.93333333333334,405.4166666666667,390.9166666666667,393.7,5.507142857142843,410.22142857142853,377.17857142857144,385.84642857142853,1,0
ADANIPORTS,2025-12-23,1508.7,1513.8,1491.2,1493.6,928446,1498.0818897152708,1477.3449712899596,1395.3556765367941,48.693435309114044,5.13501057834128,8.088605035211572,-2.9535944568702917,22.642857142857142,1528.794671927537,1480.0453280724628,0.032404078551916446,1549.0,1460.9,0.5837647743204514,,,1,0,0,0,0,1499.5333333333335,1507.866666666667,1485.266666666667,1502.5,22.642857142857142,1570.4285714285713,1434.5714285714287,1459.1357142857144,1,1
ASIANPAINT,2025-12-23,2798.0,2819.0,2783.1,2807.8,431068,2811.207947592573,2734.7782284728846,2568.8146784417936,28.642626795661144,9.106098559375368,25.84018905985799,-16.734090500482623,49.3357142857143,2991.3016318199034,2702.048368180097,0.10161091927944228,2985.7,2746.0,0.3926574796577897,,,0,0,0,0,1,2803.3000000000006,2823.5000000000014,2787.6000000000013,2801.05,49.3357142857143,2949.057142857143,2653.0428571428574,2823.0642857142857,1,1
RELIANCE,2025-12-23,1580.9,1580.9,1568.1,1570.7,7506564,1547.1237578300943,1512.361255881449,1432.94303106648,65.44046466602131,14.533423524628233,14.983577674322758,-0.4501541496945247,19.814285714285738,1579.7087073196853,1524.041292680315,0.03587106863592121,1581.3,1517.6,0.8128278858583247,,,0,0,0,1,0,1573.2333333333333,1578.3666666666668,1565.5666666666666,1574.5,19.814285714285738,1633.9428571428573,1515.0571428571427,1515.0571428571427,1,0
TECHM,2025-12-23,1646.5,1646.5,1628.8,1633.0,1161166,1568.5885943128092,1523.042699475991,1519.994138703298,72.08514755684566,38.21577417999879,33.502804897151854,4.7129692828469345,26.37857142857146,1643.2329268589308,1493.777073141069,0.09528554497299138,1649.8,1496.2,0.774419376043937,,,0,0,0,1,0,1636.1000000000001,1643.4000000000003,1625.7000000000003,1637.65,26.37857142857146,1716.7857142857144,1558.5142857142857,1558.5142857142857,1,0
UPL,2025-12-23,779.9,786.3,774.5,781.0,3043436,753.3326139944311,737.5026521655172,685.1558416900759,65.21216973578862,7.355656994507967,5.728972898076919,1.626684096431048,16.542857142857127,776.5122174757734,729.4927825242265,0.06244260138783979,786.3,729.6,1.2770038388545453,,,0,0,0,1,0,780.6,786.7,774.9000000000001,780.4,16.542857142857127,830.0285714285714,730.7714285714286,730.7714285714286,1,0
TITAN,2025-12-23,3933.8,3956.3,3916.4,3925.8,445656,3879.6552612027326,3803.351355666173,3600.1246247141235,66.3141993957704,32.69049206332829,29.811161095171883,2.8793309681564097,57.78571428571432,3973.154339705643,3778.8656602943565,0.05012594895557196,3961.9,3751.0,0.6825570987739409,,,0,0,0,1,0,3932.8333333333335,3949.266666666667,3909.366666666667,3936.3500000000004,57.78571428571432,4109.7071428571435,3762.9928571428572,3762.9928571428572,1,0
M&M,2025-12-23,3619.2,3637.5,3605.0,3625.1,1413628,3642.8707422861185,3618.216661593845,3328.16735705454,46.64271898314448,-12.546303201458613,-3.565818374089961,-8.980484827368652,58.357142857142854,3756.0913372394184,3562.6386627605802,0.05286509393811172,3795.0,3540.1,0.7475135329472914,,,1,0,0,0,0,3622.5333333333333,3640.0666666666666,3607.5666666666666,3621.25,58.357142857142854,3796.3214285714284,3446.1785714285716,3584.942857142857,1,0
HEROMOTOCO,2025-12-23,5710.0,5752.5,5695.0,5744.0,351302,5902.932764369965,5773.997013872478,5105.497887060783,25.839793281653755,-20.323208759705267,43.583425582631996,-63.90663434233726,132.10714285714286,6452.072608560601,5615.8273914393985,0.1385900143556381,6388.5,5513.0,0.4973553108481311,,,0,0,0,0,1,5730.5,5766.0,5708.5,5723.75,132.10714285714286,6120.071428571428,5327.428571428572,6014.071428571428,1,0
MARUTI,2025-12-23,16709.0,16720.0,16558.0,16585.0,215650,16274.650938096469,15987.611478890229,14358.990129108433,63.91809629219701,156.69686948313392,122.59841207440294,34.09845740873098,222.78571428571428,16678.94190630685,15800.358093693148,0.05410115443459068,16720.0,15850.0,0.7393390243981878,,,0,0,0,1,0,16621.0,16684.0,16522.0,16639.0,222.78571428571428,17307.35714285714,15970.642857142857,15970.642857142857,1,0
HDFCLIFE,2025-12-23,759.95,765.0,757.8,763.95,1246811,764.4020257956656,762.7717006361842,742.5602963452369,57.49063670411984,0.33317985707685693,1.3119968785284013,-0.9788170214515444,14.339285714285706,783.7936283580937,748.8963716419064,0.04553726678739635,788.5,745.2,0.6407095595355914,,,1,0,0,0,0,762.25,766.7,759.5,761.4,14.339285714285706,804.4178571428571,718.3821428571429,766.3071428571427,1,0
SBILIFE,2025-12-23,2032.2,2032.2,2018.3,2024.8,290105,2011.2468048908434,1969.6860425864058,1822.1552844742164,65.66265060240964,14.899614431416012,17.32798106645804,-2.4283666350420283,31.492857142857115,2052.6012671079097,1967.1287328920907,0.042526505121398196,2052.2,1951.2,0.42298767918344515,,,0,0,0,1,0,2025.1000000000001,2031.9000000000003,2018.0000000000002,2025.25,31.492857142857115,2119.7285714285713,1930.7714285714287,1950.9142857142856,1,0
