Stock,Date,Open,High,Low,Close,Volume,EMA20,EMA50,EMA200,RSI14,MACD,Signal,Histogram,ATR14,Bollinger_Upper,Bollinger_Lower,Bollinger_Bandwidth,Donchian_20_High,Donchian_20_Low,RVOL20,RS_vs_NIFTY,RS_ROC20,TrendContinuation_Flag,Breakout_Flag,VCP_Flag,SEPA_Flag,MeanReversion_Flag,Pivot,Pivot_R1,Pivot_S1,HL2,ATR_Super,Upper_Band,Lower_Band,Supertrend,CompositeScore,RS_Leader_Flag
BHARTIARTL,2025-12-23,2157.0,2164.0,2119.2,2122.9,4110853,2100.269795743363,2069.493999547787,1917.4360753169778,56.991284577491456,8.661146931076473,6.7728970259517975,1.8882499051246757,33.2071428571429,2141.2479557935444,2054.3220442064553,0.04143699739825059,2164.0,2038.0,0.5960878706991469,,,1,0,0,1,0,2135.366666666667,2151.5333333333338,2106.7333333333336,2141.6,33.2071428571429,2241.2214285714285,2041.9785714285713,2046.035714285714,2,1
BAJAJ-AUTO,2025-12-23,9184.0,9184.0,9080.0,9099.0,215559,9007.641918285792,8963.363603865513,8784.833638451357,54.45499773857983,16.8463266289109,11.723351047388599,5.122975581522303,138.92857142857142,9199.310510051104,8862.839489948898,0.03725702865962316,9254.5,8735.0,0.6351663253029621,,,1,0,0,1,0,9121.0,9162.0,9058.0,9132.0,138.92857142857142,9548.785714285714,8715.214285714286,8720.92857142857,2,1
HDFCBANK,2025-12-23,990.5,998.9,987.7,996.6,17927849,993.4201063676098,991.5741049324839,961.7547050864462,47.33969986357437,-1.4168056594874088,-0.23132681780406256,-1.1854788416833462,11.335714285714289,1012.7418831044903,980.21811689551,0.0326386542720178,1017.5,973.3,1.0655220449708414,,,1,0,0,1,0,994.4,1001.0999999999999,989.9,993.3,11.335714285714289,1027.307142857143,959.2928571428571,972.6285714285715,2,0
DIVISLAB,2025-12-23,6521.5,6552.0,6448.0,6476.5,192477,6423.721436048794,6416.949661504301,6219.0062405281715,51.483781918564524,-7.022779678079132,-21.430643147363213,14.40786346928408,126.96428571428571,6566.111720164709,6264.988279835291,0.046936496532552684,6598.0,6265.0,0.8444221773077306,,,1,0,0,1,0,6492.166666666667,6536.333333333334,6432.333333333334,6500.0,126.96428571428571,6880.892857142857,6119.107142857143,6468.357142857143,2,0
SBIN,2025-12-23,976.3,977.55,970.7,971.9,5123287,967.3199035884661,944.6227843736517,864.5779323205521,62.10098665118981,6.331805084436496,6.923797298004861,-0.5919922135683651,11.77857142857142,987.5796197312419,948.1203802687581,0.040769994795147764,999.0,944.45,0.5585685671912357,,,1,0,0,1,0,973.3833333333333,976.0666666666666,969.2166666666667,974.125,11.77857142857142,1009.4607142857143,938.7892857142857,952.475,2,0
KOTAKBANK,2025-12-23,2152.5,2170.9,2149.7,2162.7,1614163,2149.202573467205,2126.2750883503068,2061.9398367195977,55.03030303030299,13.829175877411217,14.216931042294997,-0.3877551648837798,30.878571428571473,2196.395704383191,2101.984295616809,0.04392883307961697,2205.0,2074.1,0.6024848122627244,,,1,0,0,1,0,2161.1,2172.5,2151.2999999999997,2160.3,30.878571428571473,2252.9357142857148,2067.6642857142856,2113.678571428571,2,0
NESTLEIND,2025-12-23,1260.0,1261.5,1251.1,1256.5,663261,1244.7860080376659,1241.6872657469135,1207.3869147560983,56.44876325088334,-2.269988781935581,-4.857142135963471,2.5871533540278904,18.914285714285743,1280.2750581271978,1205.5749418728021,0.060100260477820994,1282.7,1205.0,0.8592079199455609,,,1,0,0,1,0,1256.3666666666666,1261.6333333333332,1251.2333333333331,1256.3,18.914285714285743,1313.0428571428572,1199.5571428571427,1231.9285714285716,2,0
LT,2025-12-23,4089.0,4095.0,4053.3,4058.8,1867147,4036.7144930671298,3962.5763561790236,3730.0160931907512,60.83231334149329,25.82561143531666,27.855054440458755,-2.0294430051420953,54.78571428571432,4114.72258765495,3969.6974123450514,0.035877694456720136,4140.0,3949.1,1.3429152055731988,,,1,0,0,1,0,4069.0333333333333,4084.7666666666664,4043.0666666666666,4074.15,54.78571428571432,4238.507142857143,3909.792857142857,3932.9357142857143,2,0
GRASIM,2025-12-23,2811.0,2842.7,2811.0,2829.8,399009,2788.1485691453977,2786.4929634909863,2729.8613291461156,77.94793261868293,12.571344267045333,3.8204016835380155,8.750942583507317,41.9857142857143,2851.536269457337,2693.003730542663,0.05718510062680538,2858.0,2686.8,0.8616611545351184,,,0,0,0,1,0,2827.8333333333335,2844.666666666667,2812.966666666667,2826.85,41.9857142857143,2952.807142857143,2700.892857142857,2810.807142857143,1,0
EICHERMOT,2025-12-23,7338.0,7338.0,7280.0,7303.0,249187,7152.121411063009,7010.163104367908,6235.768436614644,63.23968918111177,62.11135597870452,56.76375537083302,5.347600607871506,118.92857142857143,7319.887112383539,6989.362887616461,0.04619728144620824,7338.0,6956.0,0.5692354451615719,,,0,0,0,1,0,7307.0,7334.0,7276.0,7309.0,118.92857142857143,7665.785714285715,6952.214285714285,6952.214285714285,1,0
