Stock,Close,EMA20,EMA50,EMA200,RSI14,ATR14,RVOL20,RS_ROC20,CompositeScore,TrendContinuation_Flag,VCP_Flag,SEPA_Flag,Breakout_Flag,MeanReversion_Flag
HINDALCO,852.0,827.7554460672964,805.7156796085277,732.4098586890196,67.15237302248127,16.875000000000007,1.1744378607393728,,0,0,0,0,0,0
HINDUNILVR,2280.0,2342.1606637412033,2410.460755389772,2449.2662478548245,23.034200526161968,47.84285714285719,0.6212755493351706,,0,0,0,0,0,0
ICICIBANK,1354.1,1368.46161947794,1375.1917238188578,1369.4194393089306,33.177570093457874,16.435714285714294,1.520462031904212,,0,0,0,0,0,0
INDUSINDBK,844.7,841.025424635282,822.465338694286,854.3078692407674,48.95789025946409,19.51785714285715,2.214422499639177,,0,0,0,0,0,0
INFY,1638.7,1587.5164939830022,1552.046049314804,1570.7654328768951,71.80385288966727,26.742857142857183,1.662986997662514,,1,0,0,0,1,0
ITC,401.05,402.59273932659534,405.06496390737044,416.542426540681,43.10344827586206,3.782142857142848,1.1908503610760592,,0,0,0,0,0,0
JSWSTEEL,1079.6,1118.5010917505024,1132.0133681452342,1074.8552092358432,26.532769556025414,26.185714285714262,0.5428412245622579,,0,0,0,0,0,0
KOTAKBANK,2159.5,2147.579875066586,2123.7715554520173,2059.848342407381,53.9377895433488,31.100000000000005,0.7909886720710285,,2,1,0,1,0,0
LT,4073.5,4030.3886189545824,3954.005956829945,3723.1517726591887,50.03775484520516,59.77857142857147,0.9315811034536027,,2,1,0,1,0,0
M&M,3603.6,3647.6930674464775,3617.9861460378133,3322.0549641219086,34.04993065187237,62.77857142857143,0.8081142008445672,,1,0,0,0,0,1
MARUTI,16414.0,16199.138680610922,15935.237591116591,14312.999205475551,58.771444382955174,220.14285714285714,1.183538694936568,,2,1,0,1,0,0
NESTLEIND,1244.4,1242.1164253313314,1240.4248138897317,1206.3190148620668,43.15878378378387,19.150000000000027,0.857434030531837,,1,0,0,1,0,0
NIFTY,25966.4,25934.192610698898,25774.924156349596,25007.3002044494,42.974124911903964,193.3107142857147,,,1,0,0,1,0,0
NTPC,319.9,323.3959421523696,327.875273464455,336.9112256440602,35.77075098814224,4.299999999999987,1.4797515349452302,,0,0,0,0,0,0
ONGC,232.89,238.97322455310064,242.39145487611134,245.08479035624842,23.083859332732032,3.7271428571428538,0.6811066575882926,,0,0,0,0,0,0
POWERGRID,263.45,266.34793862237245,273.1569141936088,285.8125579425394,37.74703557312256,4.075000000000001,1.4488453682126328,,0,0,0,0,0,0
RELIANCE,1565.1,1541.4043689835776,1507.309881927723,1430.0668558326238,49.567474048442904,21.221428571428582,1.3904013818144236,,1,0,0,1,0,0
SBILIFE,2028.4,2008.5064846450468,1965.1971664977978,1818.0795977257346,66.13636363636368,34.14285714285711,0.9259089020186657,,1,0,0,1,0,0
SBIN,980.3,966.0522921953284,942.2526706155895,862.3765358355801,53.60721442885768,13.439285714285713,0.561806929269503,,1,0,0,1,0,0
SHREECEM,25600.0,26288.725360632816,27191.620454983484,28469.62097484731,36.790923824959485,491.7857142857143,1.2636238180149504,,0,0,0,0,0,0
SUNPHARMA,1744.9,1778.0744234583256,1746.0355740814603,1702.0348825236044,33.799896319336455,27.271428571428583,1.30861838973055,,1,0,0,0,0,1
TATACONSUM,1184.0,1163.2826394416904,1155.0484498131937,1112.2917167050748,57.66312594840667,20.72857142857145,0.5911946806882135,,2,1,0,1,0,0
TATAMOTORS,352.65,357.7636826701133,415.39708456405697,588.458946532299,33.956834532374074,6.400000000000001,5.787608242997646,,0,0,0,0,0,0
TATASTEEL,168.69,168.93816100413127,170.09479438329942,162.69615308729522,50.110375275938196,3.1457142857142872,1.3421390393010695,,0,0,0,0,0,0
TCS,3282.0,3197.362355388114,3142.644283654197,3303.9396128771023,75.03369272237198,49.32857142857146,1.4064295507008135,,0,0,0,0,0,0
TECHM,1612.5,1552.8724933294984,1513.3242237799907,1517.5250418672683,74.26900584795322,25.257142857142885,1.0058739629674245,,0,0,0,0,0,0
TITAN,3930.1,3868.587175042673,3792.8250212039875,3593.25719885668,54.439959636730556,61.95714285714286,1.0453416474694794,,2,1,0,1,0,0
ULTRACEMCO,11496.0,11596.518859336487,11783.380993339935,11828.927516191963,42.61565836298932,157.5,0.7042959446439117,,0,0,0,0,0,0
UPL,751.55,747.6697583699282,734.0610155167358,683.2328487101071,50.3388189738625,16.007142857142842,2.5185663010300856,,2,1,0,1,0,0
WIPRO,264.45,256.76599406253166,251.69058493419107,254.96405418028914,75.8860065765437,3.800714285714282,1.5273127240852349,,1,0,1,0,0,0
