Stock,Close,EMA20,EMA50,EMA200,RSI14,ATR14,RVOL20,RS_ROC20,CompositeScore,TrendContinuation_Flag,VCP_Flag,SEPA_Flag,Breakout_Flag,MeanReversion_Flag
ADANIENT,2248.8,2274.301932529115,2342.7370909292954,2446.484454177853,58.189894503053864,49.62857142857144,0.3701096830807566,,0,0,0,0,0,0
ADANIPORTS,1493.6,1498.0818897152708,1477.3449712899596,1395.3556765367941,48.693435309114044,22.642857142857142,0.5837647743204514,,1,1,0,0,0,0
APOLLOHOSP,7073.5,7134.8200104793705,7330.033765828703,7282.384237487201,41.333333333333336,107.75,0.9151013936257819,,0,0,0,0,0,0
ASIANPAINT,2807.8,2811.207947592573,2734.7782284728846,2568.8146784417936,28.642626795661144,49.3357142857143,0.3926574796577897,,1,0,0,0,0,1
AXISBANK,1225.0,1251.0178454780914,1235.5261702497955,1173.4495168405374,32.80662151993977,19.21428571428573,0.7106840959672412,,1,0,0,0,0,1
BAJAJ-AUTO,9099.0,9007.641918285792,8963.363603865513,8784.833638451357,54.45499773857983,138.92857142857142,0.6351663253029621,,2,1,0,1,0,0
BAJAJFINSV,2047.6,2056.043576537415,2058.683163275946,1988.0602936219218,50.37771482530687,35.00714285714285,0.8473898537940959,,0,0,0,0,0,0
BHARTIARTL,2122.9,2100.269795743363,2069.493999547787,1917.4360753169778,56.991284577491456,33.2071428571429,0.5960878706991469,,2,1,0,1,0,0
BRITANNIA,6061.0,5972.518332779158,5929.3038784502805,5712.077692108855,65.36712150747239,110.39285714285714,0.9739828798388374,,1,0,0,1,0,0
CIPLA,1500.7,1510.1456760749459,1521.0382601954198,1517.5970305610747,47.13275726630009,18.83571428571432,0.8231091393363346,,0,0,0,0,0,0
COALINDIA,400.4,384.09086598821114,383.51524885769095,390.82519935374467,83.6680053547525,5.507142857142843,4.289009198100711,,1,0,0,0,1,0
DIVISLAB,6476.5,6423.721436048794,6416.949661504301,6219.0062405281715,51.483781918564524,126.96428571428571,0.8444221773077306,,2,1,0,1,0,0
EICHERMOT,7303.0,7152.121411063009,7010.163104367908,6235.768436614644,63.23968918111177,118.92857142857143,0.5692354451615719,,1,0,0,1,0,0
GRASIM,2829.8,2788.1485691453977,2786.4929634909863,2729.8613291461156,77.94793261868293,41.9857142857143,0.8616611545351184,,1,0,0,1,0,0
HCLTECH,1679.9,1650.69467122973,1604.7181712327238,1585.5382628785078,59.65686274509806,28.592857142857138,0.7646717786289899,,1,0,0,1,0,0
HDFCBANK,996.6,993.4201063676098,991.5741049324839,961.7547050864462,47.33969986357437,11.335714285714289,1.0655220449708414,,2,1,0,1,0,0
HDFCLIFE,763.95,764.4020257956656,762.7717006361842,742.5602963452369,57.49063670411984,14.339285714285706,0.6407095595355914,,1,1,0,0,0,0
HEROMOTOCO,5744.0,5902.932764369965,5773.997013872478,5105.497887060783,25.839793281653755,132.10714285714286,0.4973553108481311,,1,0,0,0,0,1
HINDALCO,863.85,834.3635284133651,810.2122056119739,735.0847280983267,69.82075864943727,17.000000000000007,1.3190852746003108,,0,0,0,0,0,0
HINDUNILVR,2302.6,2333.8553279151347,2401.673384754327,2446.2965135177133,27.39427860696516,43.42142857142861,0.6199688675725044,,0,0,0,0,0,0
ICICIBANK,1363.0,1367.944772407112,1374.4614874640138,1369.3520609608127,34.392113910186154,15.15000000000001,1.0191128933436207,,0,0,0,0,0,0
INDUSINDBK,849.9,843.1954156311493,824.819791717002,854.3432871012978,51.1609907120743,19.90000000000001,0.5507580861382911,,0,0,0,0,0,0
INFY,1668.3,1604.0064723987841,1561.7877602039998,1572.775026872325,70.10771992818673,29.028571428571436,0.821815688574252,,0,0,0,0,0,0
ITC,407.35,403.05505418798396,405.0654664933227,416.3232731014095,63.30097087378651,3.878571428571417,1.1415461162038019,,0,0,0,0,0,0
JSWSTEEL,1096.8,1114.400666943155,1129.23410107598,1075.2502028521712,37.11453744493398,22.87857142857141,0.5088585397872729,,0,0,0,0,0,0
KOTAKBANK,2162.7,2149.202573467205,2126.2750883503068,2061.9398367195977,55.03030303030299,30.878571428571473,0.6024848122627244,,2,1,0,1,0,0
LT,4058.8,4036.7144930671298,3962.5763561790236,3730.0160931907512,60.83231334149329,54.78571428571432,1.3429152055731988,,2,1,0,1,0,0
M&M,3625.1,3642.8707422861185,3618.216661593845,3328.16735705454,46.64271898314448,58.357142857142854,0.7475135329472914,,1,1,0,0,0,0
MARUTI,16585.0,16274.650938096469,15987.611478890229,14358.990129108433,63.91809629219701,222.78571428571428,0.7393390243981878,,1,0,0,1,0,0
NESTLEIND,1256.5,1244.7860080376659,1241.6872657469135,1207.3869147560983,56.44876325088334,18.914285714285743,0.8592079199455609,,2,1,0,1,0,0
NIFTY,26177.15,25977.857216467808,25805.67374084956,25031.056576174607,56.325909256378885,191.55714285714308,,,1,0,0,1,0,0
NTPC,323.25,323.1497394943434,327.42354157214567,336.6628038061286,50.69767441860467,4.139285714285701,0.8632431412588862,,0,0,0,0,0,0
ONGC,235.49,238.2284672645563,241.81141990697444,244.90549980986307,38.657986980470675,3.560714285714281,0.8641852859363269,,0,0,0,0,0,0
POWERGRID,267.0,266.29389079971986,272.60813186793575,285.4314473575444,47.173489278752456,4.303571428571432,1.1161787912589065,,0,0,0,0,0,0
RELIANCE,1570.7,1547.1237578300943,1512.361255881449,1432.94303106648,65.44046466602131,19.814285714285738,0.8128278858583247,,1,0,0,1,0,0
SBILIFE,2024.8,2011.2468048908434,1969.6860425864058,1822.1552844742164,65.66265060240964,31.492857142857115,0.42298767918344515,,1,0,0,1,0,0
SBIN,971.9,967.3199035884661,944.6227843736517,864.5779323205521,62.10098665118981,11.77857142857142,0.5585685671912357,,2,1,0,1,0,0
SHREECEM,25940.0,26205.645930132534,27086.71307764265,28420.182314723876,44.09836065573771,473.92857142857144,1.2489148009741633,,0,0,0,0,0,0
SUNPHARMA,1755.9,1775.249584735727,1747.3178059949234,1703.2651543789873,38.27331486611265,26.785714285714285,0.5676956810023596,,0,0,0,0,0,0
TATACONSUM,1185.6,1166.745199180159,1157.1414563972296,1113.777360127232,68.99999999999989,19.600000000000023,1.0267806760453677,,1,0,0,1,0,0
TATAMOTORS,363.25,358.4056449975304,411.2328335283559,583.9233279948397,58.33333333333328,6.782142857142865,0.9383269962817683,,0,0,0,0,0,0
TATASTEEL,170.9,169.14928825961766,170.09341073596661,162.853507114797,57.189306358381536,3.1500000000000017,0.838426004536513,,0,0,0,0,0,0
TCS,3310.0,3219.079388424284,3156.0742502430653,3304.0088766874533,71.1038961038961,47.77142857142859,0.9266736589049818,,0,0,0,0,0,0
TECHM,1633.0,1568.5885943128092,1523.042699475991,1519.994138703298,72.08514755684566,26.37857142857146,0.774419376043937,,1,0,0,1,0,0
TITAN,3925.8,3879.6552612027326,3803.351355666173,3600.1246247141235,66.3141993957704,57.78571428571432,0.6825570987739409,,1,0,0,1,0,0
ULTRACEMCO,11678.0,11598.719519774313,11769.776918611498,11824.845358271872,53.545232273838636,159.78571428571428,0.7954863290687506,,0,0,0,0,0,0
UPL,781.0,753.3326139944311,737.5026521655172,685.1558416900759,65.21216973578862,16.542857142857127,1.2770038388545453,,1,0,0,1,0,0
WIPRO,271.4,259.5301221237504,253.25396172610533,255.32805720133712,75.92305305615886,3.912857142857145,0.9389613554204425,,0,0,0,0,0,0
