,Win_Rate_%,Avg_Return_%,Total_Trades
TrendContinuation,56.40766902119072,0.9094446958800511,2973.0
Breakout,50.46210720887245,0.0777773712881432,541.0
VCP,54.285714285714285,1.0088351109560203,210.0
SEPA,52.09316965690903,0.36886795450647436,3177.0
MeanReversion,53.1628532974428,0.04713910648564039,743.0
