,Win_Rate_%,Avg_Return_%,Total_Trades
TrendContinuation,65.706940874036,1.0388882143881202,15560.0
Breakout,55.792507204610956,0.5262422080036755,1735.0
VCP,66.45367412140575,1.1243782788298737,1252.0
SEPA,62.40642687602702,0.6984007649623885,21908.0
MeanReversion,47.81649757388619,-0.30701405034161905,2267.0
