Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
63.48,-3.0963,-3.0963,-3.255,-4.5904,0.148,0.1153,,-221.2773,7169
