EntryDate,EntryPrice,ExitDate,ExitPrice,R,Qty,Pnl
2024-08-22,1795.25,2024-09-19,1840.95,0.6337790985636457,13,594.1000000000006
2025-06-24,1843.0,2025-07-22,1809.0,-0.6940799066783322,20,-680.0
2025-07-29,1833.4,2025-08-28,1816.8,-0.34598779216912534,20,-332.00000000000273
2025-08-05,1857.0,2025-09-04,1791.1,-1.1464429947188577,17,-1120.3000000000015
2025-08-18,1863.0,2025-09-16,1818.8,-0.8157669237360751,18,-795.6000000000008
2024-06-14,839.2,2024-07-15,881.35,0.7836653386454172,18,758.6999999999996
2024-07-08,856.25,2024-08-06,797.7,-2.4947120139998473,42,-2459.099999999998
2025-05-30,812.3,2025-06-27,805.4,-0.3912515188335355,56,-386.3999999999987
2025-06-30,820.35,2025-07-28,797.15,-1.307568438003224,56,-1299.2000000000025
2025-07-15,816.45,2025-08-12,820.6,0.2752902155887207,66,273.8999999999985
2025-10-13,882.95,2025-11-12,957.15,3.6391662287615976,49,3635.7999999999965
2025-10-15,886.1,2025-11-14,967.85,4.390103567318771,53,4332.75
2023-10-12,26653.5,2023-11-10,26358.5,-0.40483052010429493,1,-295.0
2023-11-07,26685.55,2023-12-06,27799.1,1.4467358496256608,1,1113.5499999999993
2023-11-30,26741.75,2023-12-29,28653.3,3.0763757170282053,1,1911.5499999999993
2025-07-22,32345.0,2025-08-20,30690.0,-2.028452615451955,1,-1655.0
2024-02-27,1183.6,2024-03-27,1091.05,-2.4456398640996584,26,-2406.299999999999
2024-08-26,1220.05,2024-09-23,1211.55,-0.2508960573476706,29,-246.5
2024-09-12,1222.75,2024-10-11,1113.1,-3.3378995433790073,30,-3289.5000000000027
2025-10-17,1166.0,2025-11-18,1154.1,-0.35382818307316694,29,-345.10000000000264
2025-12-17,1179.8,2023-04-26,478.2,-22.37193941464527,31,-21749.6
2024-04-04,1011.6,2024-05-07,988.55,-0.5792496858732749,25,-576.2500000000017
2024-05-02,1027.8,2024-05-30,923.95,-3.4915946205571546,33,-3427.049999999997
2024-05-09,1030.3,2024-06-06,938.25,-2.695320261437902,29,-2669.449999999999
2024-06-28,989.75,2024-07-29,1124.0,4.661458333333341,34,4564.5
2024-08-29,1121.65,2024-09-26,993.15,-3.0564050288820916,23,-2955.5000000000027
2025-06-26,160.54,2025-07-24,163.48,0.6483931947069936,220,646.7999999999995
2025-09-03,167.85,2025-10-01,167.51,-0.061582249822110836,181,-61.54000000000062
2025-10-09,176.42,2025-11-10,181.48,0.9873858805491699,195,986.7000000000005
2025-10-27,176.66,2025-11-25,166.33,-1.9712396919512027,190,-1962.699999999997
2023-07-05,3319.95,2023-08-02,3440.65,1.8499603142020438,15,1810.500000000004
2023-10-09,3638.35,2023-11-07,3370.45,-2.8371723590151006,10,-2679.000000000001
2024-01-15,3903.8,2024-02-13,4149.5,2.289079656618093,9,2211.2999999999984
2024-02-05,3973.3,2024-03-02,4107.1,1.2094915254237304,9,1204.2000000000016
2024-03-14,4207.6,2024-04-16,3872.8,-2.6261030338683904,7,-2343.6000000000013
2024-08-19,4490.0,2024-09-16,4513.25,0.16927997503705497,7,162.75
2024-08-16,1585.3,2024-09-13,1656.05,1.1545298248681408,16,1132.0
2024-10-09,1658.8,2024-11-06,1693.55,0.5250661054449295,15,521.25
2024-11-19,1699.65,2024-12-18,1778.9,1.1786577430749219,14,1109.5
2023-10-16,3301.4,2023-11-13,3264.75,-0.4114345281052062,11,-403.150000000001
2023-12-28,3715.1,2024-01-25,3770.2,0.5932249009881951,10,550.9999999999991
2024-01-19,3810.6,2024-02-19,3695.05,-1.0963369590999925,9,-1039.9499999999975
2024-03-27,3759.4,2024-04-29,3604.85,-1.3647444691486517,8,-1236.4000000000015
2025-06-25,3652.2,2025-07-23,3471.4,-1.746498309528733,9,-1627.1999999999975
2025-12-18,3919.3,2023-04-27,7500.9,38.51626531474433,10,35815.99999999999
2023-11-30,9003.65,2023-12-29,10503.05,7.4688584084965575,4,5997.5999999999985
2024-03-01,10135.5,2024-04-02,10038.15,-0.36427053682395993,3,-292.0500000000011
2025-08-18,12765.0,2025-09-16,12578.0,-0.6077065923862571,3,-561.0
2025-09-01,12826.0,2025-09-29,12041.0,-2.272539288668326,2,-1570.0
2025-08-22,716.45,2025-09-22,682.8,-1.1358649789029567,33,-1110.450000000003
2025-12-22,781.85,2023-05-02,194.2,-22.753508953882307,38,-22330.700000000004
2024-09-13,275.3,2024-10-14,274.8,-0.052760504993404955,105,-52.5
2024-10-01,273.4,2024-10-30,282.6,0.9420369354543845,102,938.4000000000046
2024-10-18,274.3,2024-11-18,276.4,0.17383592017738042,82,172.1999999999972
2024-11-06,281.95,2024-12-06,297.35,1.4009096816114404,90,1386.0000000000032
2024-11-25,291.2,2024-12-23,307.9,1.4628499921789413,87,1452.899999999999
