Win_Rate_%,AvgR,ExpectancyR,SQN,MaxDD,Sharpe,Sortino,CAGR,TotalReturn,Total_Trades
48.27,11144891432.7285,11144891432.7285,6.8128,-0.4231,0.1256,43950.9458,2376323.2686,400324763.5449,3592
