EntryDate,EntryPrice,ExitDate,ExitPrice,R,Qty,Pnl
2025-05-29,1438.6,2025-06-26,1429.3,-0.1964245304367496,21,-195.29999999999905
2025-05-30,1432.8,2025-06-27,1440.2,0.17185037737414152,23,170.2000000000021
2025-06-02,1468.0,2025-06-30,1450.2,-0.4014821975189302,22,-391.599999999999
2025-06-03,1432.3,2025-07-01,1447.0,0.3123861566484522,21,308.70000000000095
2025-06-04,1436.2,2025-07-02,1443.9,0.17147856517935345,22,169.400000000001
2025-06-05,1456.7,2025-07-03,1431.1,-0.5599562534177046,21,-537.6000000000029
2025-06-06,1471.7,2025-07-04,1424.4,-1.0188476036618201,21,-993.299999999999
2025-06-09,1467.1,2025-07-07,1435.6,-0.6864347420032685,21,-661.5
2025-06-10,1473.8,2025-07-08,1448.5,-0.5435850214855723,21,-531.299999999999
2025-06-11,1456.4,2025-07-09,1443.0,-0.3034125828885667,22,-294.800000000002
2025-06-12,1445.8,2025-07-10,1443.1,-0.06137359961032724,22,-59.400000000001
2025-06-26,1429.3,2025-07-24,1411.6,-0.358506944444445,20,-354.0000000000009
2025-06-27,1440.2,2025-07-25,1396.3,-0.8723298559364143,19,-834.1000000000017
2025-06-30,1450.2,2025-07-28,1376.0,-1.4938165084843262,20,-1484.000000000001
2025-07-01,1447.0,2025-07-29,1395.9,-1.0500513723763352,20,-1021.9999999999982
2025-07-02,1443.9,2025-07-30,1394.0,-1.0426087605402605,20,-998.0000000000018
2025-07-03,1431.1,2025-07-31,1373.1,-1.2815656565656595,22,-1276.0
2025-07-04,1424.4,2025-08-01,1347.1,-1.761823361823366,22,-1700.600000000004
2025-07-07,1435.6,2025-08-04,1388.9,-1.091030454735078,23,-1074.0999999999958
2025-07-08,1448.5,2025-08-05,1358.1,-2.166752268447188,23,-2079.200000000002
2025-07-09,1443.0,2025-08-06,1367.1,-1.9360481005739298,25,-1897.5000000000023
2025-07-10,1443.1,2025-08-07,1345.4,-2.5556801195814547,26,-2540.1999999999953
2025-07-11,1431.7,2025-08-08,1325.0,-2.8195545488863725,26,-2774.200000000001
2025-07-14,1433.0,2025-08-11,1339.4,-2.820794317081037,30,-2807.9999999999973
2025-07-15,1445.1,2025-08-12,1330.5,-3.4337078651685364,29,-3323.3999999999974
2025-07-16,1456.7,2025-08-13,1319.6,-4.227287743640562,30,-4113.000000000004
2025-07-17,1452.5,2025-08-14,1300.3,-4.932407407407403,32,-4870.4000000000015
2025-07-18,1443.1,2025-08-18,1327.2,-3.6718714641321553,31,-3592.899999999996
2025-07-21,1450.5,2025-08-19,1369.4,-2.5239524285873123,31,-2514.099999999997
2025-09-17,1406.1,2025-10-16,1479.5,2.0622115191651633,28,2055.2000000000025
2025-09-18,1412.8,2025-10-17,1479.4,1.904995403003381,28,1864.8000000000038
2025-09-19,1427.8,2025-10-20,1467.0,1.0519455625838612,26,1019.2000000000012
2025-09-22,1444.2,2025-10-21,1473.5,0.7514885041678119,25,732.4999999999989
2025-09-23,1441.6,2025-10-23,1453.1,0.2835006163056878,24,276.0
2025-09-24,1431.6,2025-10-24,1429.0,-0.06387645871720406,24,-62.39999999999782
2025-10-03,1419.1,2025-11-03,1444.7,0.6499818643453051,25,640.0000000000034
2025-10-06,1400.5,2025-11-04,1444.4,1.092913665866454,24,1053.6000000000022
2025-10-10,1409.4,2025-11-11,1474.4,1.7041198501872674,26,1690.0
2025-10-13,1437.8,2025-11-12,1506.9,1.7659729828404584,25,1727.5000000000034
2025-10-14,1429.0,2025-11-13,1499.0,1.8481848184818481,26,1820.0
2025-10-15,1450.7,2025-11-14,1512.7,1.6186480186480132,26,1612.0
2025-10-16,1479.5,2025-11-17,1507.6,0.7254956201014263,25,702.4999999999977
2025-10-17,1479.4,2025-11-18,1495.0,0.40265486725663374,25,389.9999999999977
2025-10-20,1467.0,2025-11-19,1484.2,0.43646909552293045,25,430.00000000000114
2025-10-21,1473.5,2025-11-20,1491.1,0.45948717948717827,26,457.59999999999764
2025-10-23,1453.1,2025-11-21,1479.8,0.6990182328190737,26,694.2000000000012
2025-10-29,1454.8,2025-11-27,1509.1,1.2544554455445553,23,1248.899999999999
2025-10-30,1457.9,2025-11-28,1516.9,1.3563218390804597,22,1298.0
2025-10-31,1451.5,2025-12-01,1530.5,1.8327947634435293,23,1817.0
2025-11-03,1444.7,2025-12-02,1518.1,1.8099515631880136,24,1761.5999999999967
2025-11-04,1444.4,2025-12-03,1497.7,1.2671081677704192,23,1225.899999999999
2025-11-07,1448.3,2025-12-05,1509.4,1.4382513661202208,23,1405.3000000000031
2025-11-10,1444.9,2025-12-08,1480.5,0.845677441248832,23,818.7999999999979
2025-11-11,1474.4,2025-12-09,1497.2,0.5304087736789623,23,524.399999999999
